age,status,sex,orientation,body_type,diet,drinks,drugs,smokes
29,single,f,gay,thin,mostly vegan,desperately,never,no
27,single,m,straight,fit,mostly anything,socially,,no
31,single,m,straight,athletic,anything,socially,never,no
27,single,m,straight,fit,anything,socially,never,
26,single,m,gay,athletic,,socially,,no
24,single,m,straight,fit,anything,socially,never,no
32,single,f,bisexual,full figured,mostly anything,socially,,no
22,single,m,straight,athletic,,rarely,never,trying to quit
34,single,f,straight,fit,,not at all,never,no
20,single,f,bisexual,a little extra,mostly anything,socially,never,no
57,single,f,straight,fit,mostly vegetarian,socially,never,no
35,married,m,straight,fit,,not at all,never,no
28,single,m,straight,fit,mostly anything,socially,never,no
24,single,f,straight,average,,socially,never,no
30,single,m,gay,a little extra,,socially,,no
28,single,m,straight,thin,mostly anything,socially,sometimes,no
30,single,m,straight,fit,,rarely,never,no
27,single,m,straight,average,mostly vegetarian,socially,,no
41,single,m,straight,thin,mostly anything,socially,sometimes,no
41,single,m,straight,average,,socially,sometimes,no
38,single,m,straight,average,strictly anything,socially,,
23,single,m,straight,,,,never,
45,single,m,straight,average,,socially,,no
45,single,m,straight,average,,socially,never,no
26,single,m,straight,fit,anything,socially,never,no
25,single,m,straight,athletic,mostly anything,socially,never,no
25,single,m,straight,fit,anything,socially,,when drinking
26,single,f,straight,,vegetarian,desperately,sometimes,no
27,single,f,straight,thin,mostly anything,socially,never,no
52,single,f,straight,a little extra,mostly vegetarian,socially,never,no
23,single,f,straight,average,mostly vegetarian,socially,,when drinking
37,single,m,straight,athletic,,socially,,no
30,single,f,straight,fit,mostly anything,socially,,
27,single,m,straight,average,mostly anything,socially,,sometimes
21,single,f,straight,a little extra,,socially,sometimes,when drinking
31,single,f,bisexual,athletic,,,,
22,single,f,bisexual,jacked,mostly anything,desperately,sometimes,no
41,single,f,straight,average,mostly anything,,never,trying to quit
25,single,m,straight,athletic,mostly anything,socially,never,no
25,single,m,straight,average,mostly anything,not at all,never,no
24,single,f,straight,curvy,mostly anything,socially,never,no
30,single,m,straight,fit,vegetarian,socially,,no
32,single,f,straight,average,anything,socially,never,when drinking
21,single,m,straight,athletic,mostly anything,not at all,never,sometimes
21,single,m,straight,a little extra,mostly anything,socially,never,no
27,single,f,straight,athletic,,socially,,no
36,single,m,bisexual,fit,,socially,never,sometimes
30,single,m,straight,average,,socially,never,no
27,single,m,straight,athletic,,socially,,when drinking
27,single,m,straight,fit,strictly anything,socially,,
39,single,m,straight,average,strictly other,not at all,never,no
24,available,f,gay,skinny,anything,socially,,
32,single,m,straight,average,mostly anything,socially,never,sometimes
39,single,f,straight,fit,anything,socially,never,no
31,single,m,straight,a little extra,mostly anything,socially,,trying to quit
28,single,f,bisexual,fit,mostly vegetarian,often,never,no
43,single,m,straight,athletic,mostly anything,socially,never,no
61,single,f,straight,fit,mostly other,socially,never,no
22,single,m,straight,athletic,mostly anything,socially,never,no
26,single,m,straight,fit,,rarely,never,no
29,single,m,straight,average,,socially,never,no
31,single,m,straight,athletic,,socially,never,
39,single,m,straight,fit,mostly vegetarian,socially,never,no
32,available,m,straight,athletic,strictly anything,socially,,no
34,single,f,straight,fit,,socially,never,no
24,single,f,straight,athletic,mostly anything,rarely,never,no
34,single,f,straight,average,anything,socially,never,no
25,single,m,straight,fit,anything,socially,,
26,single,m,straight,fit,,socially,never,no
22,single,m,straight,fit,anything,often,sometimes,no
29,single,m,straight,,,socially,,no
29,single,m,straight,fit,strictly anything,socially,sometimes,no
32,single,m,straight,fit,mostly anything,socially,never,no
31,single,f,straight,athletic,mostly anything,socially,never,no
27,single,m,straight,fit,mostly anything,socially,never,no
38,single,f,straight,curvy,,socially,never,no
31,single,f,straight,athletic,mostly anything,socially,never,no
49,single,m,gay,athletic,mostly vegetarian,socially,,no
24,single,m,straight,fit,mostly anything,socially,never,no
27,single,m,straight,fit,mostly anything,socially,sometimes,no
27,single,f,gay,a little extra,,rarely,never,yes
31,single,m,straight,average,mostly anything,socially,,
28,single,f,bisexual,,,often,never,when drinking
29,single,m,straight,average,mostly anything,socially,never,no
31,single,m,straight,average,,socially,never,no
34,single,m,gay,athletic,mostly anything,not at all,never,no
43,single,m,straight,thin,vegetarian,socially,never,no
39,available,f,straight,average,,often,never,
33,single,f,straight,curvy,anything,socially,sometimes,no
33,single,m,straight,average,mostly anything,socially,never,no
47,single,f,straight,athletic,,socially,never,no
48,single,f,straight,curvy,anything,socially,,no
21,single,f,straight,average,vegetarian,socially,,
29,single,m,straight,athletic,strictly anything,socially,sometimes,no
31,single,f,straight,thin,anything,socially,never,no
27,single,m,straight,average,mostly anything,socially,,no
29,single,m,straight,fit,strictly anything,socially,never,when drinking
54,single,m,straight,average,mostly anything,socially,never,no
62,single,m,straight,a little extra,strictly anything,socially,never,
25,single,m,straight,athletic,strictly anything,socially,,no
24,single,m,straight,thin,mostly anything,socially,never,no
30,single,m,straight,average,mostly anything,socially,sometimes,no
31,single,f,straight,fit,,rarely,never,when drinking
31,single,m,straight,athletic,mostly anything,often,often,when drinking
30,single,m,gay,athletic,mostly anything,socially,never,no
28,single,m,straight,athletic,strictly anything,socially,never,no
35,single,f,straight,thin,anything,socially,never,no
24,seeing someone,f,straight,a little extra,mostly anything,socially,never,no
38,single,m,gay,athletic,,socially,sometimes,no
30,single,m,straight,athletic,anything,not at all,never,no
29,seeing someone,f,bisexual,average,,socially,,no
29,single,f,straight,average,,rarely,never,no
46,single,m,gay,,,rarely,never,no
26,single,m,straight,athletic,mostly anything,socially,never,no
28,single,m,straight,average,,socially,never,no
29,single,m,bisexual,skinny,mostly anything,desperately,,
33,single,m,straight,fit,mostly anything,rarely,never,no
38,single,m,straight,average,strictly anything,socially,never,no
30,single,m,straight,fit,strictly anything,socially,never,no
26,single,m,straight,average,mostly anything,socially,never,no
36,available,f,straight,thin,mostly vegetarian,not at all,never,no
27,single,m,straight,average,mostly anything,socially,never,when drinking
30,single,m,straight,fit,mostly anything,socially,never,no
62,single,m,straight,fit,anything,socially,never,no
26,single,m,gay,,,,,
29,single,f,straight,curvy,strictly anything,socially,never,no
23,single,f,gay,average,strictly anything,socially,never,yes
34,single,f,straight,average,mostly anything,socially,never,no
30,single,m,straight,rather not say,anything,socially,never,no
26,single,m,straight,,,socially,never,no
30,single,m,straight,average,mostly anything,socially,never,no
29,single,f,straight,athletic,strictly anything,socially,never,no
38,single,m,straight,fit,mostly anything,socially,never,no
30,single,f,straight,full figured,mostly vegetarian,socially,,no
29,single,f,straight,athletic,vegetarian,socially,never,no
26,single,f,bisexual,,,often,sometimes,trying to quit
24,single,f,bisexual,average,mostly anything,socially,never,no
35,single,m,gay,fit,mostly anything,socially,never,no
34,single,m,straight,athletic,mostly anything,socially,never,no
24,single,m,straight,average,mostly anything,rarely,never,no
30,seeing someone,f,straight,athletic,,rarely,never,no
26,single,m,straight,,strictly anything,socially,never,no
29,single,m,straight,athletic,mostly anything,not at all,never,no
39,single,m,straight,average,,socially,never,no
26,single,m,straight,fit,,often,,no
21,single,m,straight,average,anything,socially,never,no
29,single,m,straight,average,mostly anything,socially,never,trying to quit
26,seeing someone,f,straight,fit,vegan,socially,sometimes,no
24,available,m,straight,a little extra,,rarely,never,no
43,single,m,straight,a little extra,,socially,,yes
27,single,f,straight,athletic,strictly anything,often,,yes
58,available,f,straight,curvy,mostly vegetarian,socially,sometimes,sometimes
27,available,m,straight,fit,mostly anything,,,
24,single,m,straight,athletic,strictly anything,socially,never,no
24,single,m,straight,athletic,mostly vegetarian,socially,sometimes,no
23,single,f,straight,average,,very often,never,no
26,single,m,straight,fit,strictly anything,socially,,sometimes
35,seeing someone,m,straight,athletic,,socially,never,no
48,single,m,straight,athletic,mostly anything,rarely,never,no
23,single,f,straight,average,strictly vegetarian,socially,sometimes,no
33,single,m,straight,fit,,socially,,no
56,single,m,straight,average,mostly anything,socially,never,sometimes
24,single,m,straight,average,,socially,,trying to quit
28,single,f,straight,fit,mostly anything,socially,never,no
20,single,m,straight,rather not say,,,never,no
26,single,m,straight,athletic,,rarely,never,no
24,single,f,bisexual,,strictly vegan,,,no
25,single,m,straight,athletic,,socially,never,no
42,single,m,straight,fit,strictly anything,socially,never,no
27,single,m,straight,average,,rarely,never,no
20,single,f,gay,fit,mostly anything,socially,,sometimes
39,single,m,straight,fit,,socially,never,no
24,single,m,gay,athletic,,socially,never,no
23,single,m,straight,a little extra,mostly anything,often,never,no
45,single,m,straight,thin,,socially,never,no
25,single,m,straight,used up,mostly anything,socially,never,yes
24,single,m,straight,fit,mostly anything,socially,never,no
31,single,m,straight,athletic,,rarely,never,no
34,single,m,straight,athletic,,socially,never,no
30,single,f,straight,fit,mostly other,socially,never,no
48,single,f,gay,athletic,mostly other,rarely,never,no
50,single,f,straight,,,socially,,
47,single,f,straight,fit,,socially,never,no
24,single,f,straight,thin,mostly anything,often,sometimes,no
40,single,m,straight,average,,,never,
30,single,m,straight,a little extra,mostly anything,socially,sometimes,no
30,single,m,straight,jacked,mostly other,rarely,often,no
48,single,m,straight,thin,,rarely,,yes
25,single,m,straight,fit,mostly vegetarian,socially,never,no
24,single,m,straight,athletic,mostly anything,socially,never,no
42,single,m,straight,fit,anything,socially,,
35,single,f,straight,fit,mostly anything,socially,never,no
28,single,m,straight,,,socially,,no
25,single,m,gay,overweight,,often,never,sometimes
38,available,f,bisexual,full figured,,socially,sometimes,no
58,single,m,straight,athletic,strictly vegan,socially,never,no
20,single,m,straight,athletic,mostly anything,socially,,no
23,single,m,straight,fit,strictly anything,often,,no
33,single,f,straight,fit,,socially,never,no
54,single,f,straight,fit,mostly vegetarian,socially,never,no
26,single,f,straight,curvy,mostly anything,socially,never,no
40,single,f,straight,average,,socially,never,no
26,single,f,straight,a little extra,,rarely,never,no
29,single,f,straight,fit,,socially,never,no
35,single,m,straight,a little extra,,socially,never,
23,single,m,straight,athletic,,socially,never,no
59,single,f,straight,thin,mostly vegetarian,rarely,sometimes,no
25,single,m,straight,athletic,mostly anything,socially,never,no
27,single,f,gay,,,socially,sometimes,no
